venue,innings,batting_team,bowling_team,runs_6overs,wickets,avg_rating_bats,avg_rating_bowls
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Delhi Capitals,51,37,8.375,8.833333333333334
Rajiv Gandhi International Stadium,2,Delhi Capitals,Sunrisers Hyderabad,50,37,8.333333333333334,8.9375
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Mumbai Indians,Punjab Kings,21,37,7.75,9.25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Punjab Kings,Mumbai Indians,32,38,8.333333333333334,9.3125
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Gujarat Lions,42,37,8.25,8.75
M Chinnaswamy Stadium,2,Gujarat Lions,Royal Challengers Bangalore,41,37,8.0,9.0625
Eden Gardens,1,Rising Pune Supergiants,Kolkata Knight Riders,37,37,7.9375,9.333333333333334
Eden Gardens,2,Kolkata Knight Riders,Rising Pune Supergiants,66,34,8.3125,8.75
Punjab Cricket Association IS Bindra Stadium,1,Punjab Kings,Sunrisers Hyderabad,47,36,8.333333333333334,8.9375
Punjab Cricket Association IS Bindra Stadium,2,Sunrisers Hyderabad,Punjab Kings,55,37,8.375,8.625
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Mumbai Indians,Delhi Capitals,45,36,8.25,9.333333333333334
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Delhi Capitals,Mumbai Indians,49,36,8.25,8.875
Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,51,36,8.166666666666666,9.375
Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,63,36,8.25,9.375
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Capitals,Rising Pune Supergiants,28,36,8.0625,9.333333333333334
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rising Pune Supergiants,Delhi Capitals,44,41,8.083333333333334,9.5
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Punjab Kings,63,37,8.25,8.75
M Chinnaswamy Stadium,2,Punjab Kings,Royal Challengers Bangalore,59,40,8.041666666666666,8.85
Green Park,1,Kolkata Knight Riders,Gujarat Lions,44,39,8.125,9.0
Green Park,2,Gujarat Lions,Kolkata Knight Riders,55,39,8.1,9.0
Shaheed Veer Narayan Singh International Stadium,1,Sunrisers Hyderabad,Delhi Capitals,46,36,8.375,8.75
Shaheed Veer Narayan Singh International Stadium,2,Delhi Capitals,Sunrisers Hyderabad,37,40,8.25,8.75
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Punjab Kings,Rising Pune Supergiants,52,39,8.25,9.375
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rising Pune Supergiants,Punjab Kings,44,37,8.083333333333334,8.916666666666666
Green Park,1,Mumbai Indians,Gujarat Lions,49,36,8.3,9.0
Green Park,2,Gujarat Lions,Mumbai Indians,70,38,8.25,9.4375
Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,48,36,8.416666666666666,8.375
Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,48,36,8.083333333333334,9.125
Shaheed Veer Narayan Singh International Stadium,1,Delhi Capitals,Royal Challengers Bangalore,43,38,8.25,8.85
Shaheed Veer Narayan Singh International Stadium,2,Royal Challengers Bangalore,Delhi Capitals,49,37,8.3125,9.5
M Chinnaswamy Stadium,1,Gujarat Lions,Royal Challengers Bangalore,23,36,8.1,9.5
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Gujarat Lions,31,38,8.107142857142858,9.083333333333334
Arun Jaitley Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,43,37,8.25,9.5
Arun Jaitley Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,46,36,8.416666666666666,8.5625
Arun Jaitley Stadium,1,Gujarat Lions,Sunrisers Hyderabad,38,39,8.0,8.75
Arun Jaitley Stadium,2,Sunrisers Hyderabad,Gujarat Lions,46,37,8.0625,8.75
M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,59,38,8.375,9.0
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,59,39,8.25,8.5625
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,59,38,8.25,8.65
Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,54,38,8.083333333333334,9.0
Maharashtra Cricket Association Stadium,1,Mumbai Indians,Rising Pune Supergiant,61,37,8.416666666666666,8.75
Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Mumbai Indians,59,37,8.166666666666666,8.8125
Saurashtra Cricket Association Stadium,1,Gujarat Lions,Kolkata Knight Riders,52,37,8.333333333333334,9.125
Saurashtra Cricket Association Stadium,2,Kolkata Knight Riders,Gujarat Lions,73,38,8.5,8.75
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Capitals,41,38,8.0625,9.375
M Chinnaswamy Stadium,2,Delhi Capitals,Royal Challengers Bangalore,43,37,8.1875,8.4375
Holkar Cricket Stadium,1,Rising Pune Supergiant,Punjab Kings,35,36,8.166666666666666,9.25
Holkar Cricket Stadium,2,Punjab Kings,Rising Pune Supergiant,56,38,8.25,8.625
Rajiv Gandhi International Stadium,1,Gujarat Lions,Sunrisers Hyderabad,40,36,8.25,9.0
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Gujarat Lions,59,36,8.25,8.75
Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,59,42,8.3125,9.4375
Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,49,42,8.625,8.75
Holkar Cricket Stadium,1,Royal Challengers Bangalore,Punjab Kings,23,36,7.95,9.0
Holkar Cricket Stadium,2,Punjab Kings,Royal Challengers Bangalore,62,37,8.375,8.75
Maharashtra Cricket Association Stadium,1,Delhi Capitals,Rising Pune Supergiant,62,40,8.166666666666666,9.0
Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Delhi Capitals,50,39,8.375,9.375
Wankhede Stadium,1,Sunrisers Hyderabad,Mumbai Indians,34,36,8.375,8.75
Wankhede Stadium,2,Mumbai Indians,Sunrisers Hyderabad,61,36,8.3125,9.1875
Eden Gardens,1,Punjab Kings,Kolkata Knight Riders,57,41,8.25,9.2
Eden Gardens,2,Kolkata Knight Riders,Punjab Kings,76,39,8.666666666666666,8.8125
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,41,38,8.25,8.5
M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,21,37,8.125,8.875
Saurashtra Cricket Association Stadium,1,Rising Pune Supergiant,Gujarat Lions,64,38,8.375,8.625
Saurashtra Cricket Association Stadium,2,Gujarat Lions,Rising Pune Supergiant,61,37,8.25,8.2
Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,40,38,8.5,9.0
Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,45,37,8.375,9.125
Arun Jaitley Stadium,1,Delhi Capitals,Punjab Kings,49,36,8.25,9.0
Arun Jaitley Stadium,2,Punjab Kings,Delhi Capitals,40,36,8.1,9.375
Wankhede Stadium,1,Gujarat Lions,Mumbai Indians,46,38,8.333333333333334,8.875
Wankhede Stadium,2,Mumbai Indians,Gujarat Lions,56,42,8.416666666666666,9.0
M Chinnaswamy Stadium,1,Rising Pune Supergiant,Royal Challengers Bangalore,55,37,8.375,9.0
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rising Pune Supergiant,42,36,8.083333333333334,8.625
Arun Jaitley Stadium,1,Delhi Capitals,Kolkata Knight Riders,53,36,8.25,8.9
Arun Jaitley Stadium,2,Kolkata Knight Riders,Delhi Capitals,49,36,8.2,9.5
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Punjab Kings,29,38,8.25,9.416666666666666
Rajiv Gandhi International Stadium,2,Punjab Kings,Sunrisers Hyderabad,51,38,8.125,8.7
Saurashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Gujarat Lions,45,36,8.25,8.6875
Saurashtra Cricket Association Stadium,2,Gujarat Lions,Royal Challengers Bangalore,57,37,8.25,8.583333333333334
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Delhi Capitals,39,37,8.083333333333334,9.125
Rajiv Gandhi International Stadium,2,Delhi Capitals,Sunrisers Hyderabad,56,36,8.25,8.625
Holkar Cricket Stadium,1,Punjab Kings,Mumbai Indians,46,36,8.166666666666666,8.375
Holkar Cricket Stadium,2,Mumbai Indians,Punjab Kings,82,38,8.416666666666666,9.0625
Eden Gardens,1,Kolkata Knight Riders,Gujarat Lions,65,36,8.666666666666666,8.8
Eden Gardens,2,Gujarat Lions,Kolkata Knight Riders,72,37,8.25,9.5
Wankhede Stadium,1,Mumbai Indians,Delhi Capitals,48,40,8.3125,9.333333333333334
Wankhede Stadium,2,Delhi Capitals,Mumbai Indians,23,38,7.892857142857143,9.333333333333334
Maharashtra Cricket Association Stadium,1,Sunrisers Hyderabad,Rising Pune Supergiant,45,38,8.375,8.625
Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Sunrisers Hyderabad,55,36,8.333333333333334,8.375
Saurashtra Cricket Association Stadium,1,Punjab Kings,Gujarat Lions,50,36,8.083333333333334,8.2
Saurashtra Cricket Association Stadium,2,Gujarat Lions,Punjab Kings,50,36,8.0625,8.6875
Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,65,38,8.666666666666666,8.875
Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,39,39,8.041666666666666,9.5
Wankhede Stadium,1,Rising Pune Supergiant,Mumbai Indians,48,37,8.375,9.25
Wankhede Stadium,2,Mumbai Indians,Rising Pune Supergiant,44,37,8.416666666666666,8.625
Maharashtra Cricket Association Stadium,1,Rising Pune Supergiant,Kolkata Knight Riders,57,39,8.375,9.0
Maharashtra Cricket Association Stadium,2,Kolkata Knight Riders,Rising Pune Supergiant,45,38,8.666666666666666,8.875
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Gujarat Lions,35,38,8.05,8.333333333333334
M Chinnaswamy Stadium,2,Gujarat Lions,Royal Challengers Bangalore,49,38,8.25,9.25
Eden Gardens,1,Delhi Capitals,Kolkata Knight Riders,53,37,7.916666666666667,8.9
Eden Gardens,2,Kolkata Knight Riders,Delhi Capitals,47,36,8.666666666666666,9.1
Punjab Cricket Association IS Bindra Stadium,1,Sunrisers Hyderabad,Punjab Kings,60,36,8.375,9.1875
Punjab Cricket Association IS Bindra Stadium,2,Punjab Kings,Sunrisers Hyderabad,59,36,8.125,8.75
Maharashtra Cricket Association Stadium,1,Rising Pune Supergiant,Royal Challengers Bangalore,43,37,8.333333333333334,8.6875
Maharashtra Cricket Association Stadium,2,Royal Challengers Bangalore,Rising Pune Supergiant,39,37,7.9375,9.0
Saurashtra Cricket Association Stadium,1,Gujarat Lions,Mumbai Indians,48,39,8.1,8.875
Saurashtra Cricket Association Stadium,2,Mumbai Indians,Gujarat Lions,61,36,8.416666666666666,8.583333333333334
Punjab Cricket Association IS Bindra Stadium,1,Delhi Capitals,Punjab Kings,25,37,8.05,8.916666666666666
Punjab Cricket Association IS Bindra Stadium,2,Punjab Kings,Delhi Capitals,50,38,8.5,9.166666666666666
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,79,39,8.375,9.0
Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,44,36,8.5,8.4375
Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,52,37,8.0,8.95
Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,55,37,8.416666666666666,8.4375
Maharashtra Cricket Association Stadium,1,Gujarat Lions,Rising Pune Supergiant,55,36,8.25,8.625
Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Gujarat Lions,43,38,8.2,8.416666666666666
Arun Jaitley Stadium,1,Sunrisers Hyderabad,Delhi Capitals,66,36,8.083333333333334,8.875
Arun Jaitley Stadium,2,Delhi Capitals,Sunrisers Hyderabad,62,36,8.083333333333334,8.4375
Eden Gardens,1,Kolkata Knight Riders,Rising Pune Supergiant,41,36,8.4375,8.833333333333334
Eden Gardens,2,Rising Pune Supergiant,Kolkata Knight Riders,74,38,8.333333333333334,9.0
Arun Jaitley Stadium,1,Gujarat Lions,Delhi Capitals,58,36,8.125,9.125
Arun Jaitley Stadium,2,Delhi Capitals,Gujarat Lions,63,38,8.083333333333334,8.416666666666666
M Chinnaswamy Stadium,1,Punjab Kings,Royal Challengers Bangalore,35,36,8.1875,9.0
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Punjab Kings,46,36,8.1,8.583333333333334
Rajiv Gandhi International Stadium,1,Rising Pune Supergiant,Sunrisers Hyderabad,35,37,8.333333333333334,8.85
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Rising Pune Supergiant,47,36,7.9375,8.833333333333334
Arun Jaitley Stadium,1,Mumbai Indians,Delhi Capitals,60,38,8.125,9.333333333333334
Arun Jaitley Stadium,2,Delhi Capitals,Mumbai Indians,35,36,7.857142857142857,8.875
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,40,37,8.1,9.0
M Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,105,38,9.125,8.6875
Punjab Cricket Association IS Bindra Stadium,1,Punjab Kings,Gujarat Lions,44,38,8.166666666666666,8.6875
Punjab Cricket Association IS Bindra Stadium,2,Gujarat Lions,Punjab Kings,58,37,8.25,9.0
Rajiv Gandhi International Stadium,1,Mumbai Indians,Sunrisers Hyderabad,36,38,8.0625,8.625
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Mumbai Indians,43,36,8.25,8.875
Punjab Cricket Association IS Bindra Stadium,1,Punjab Kings,Kolkata Knight Riders,41,38,8.1875,9.0
Punjab Cricket Association IS Bindra Stadium,2,Kolkata Knight Riders,Punjab Kings,61,36,8.833333333333334,8.9375
Green Park,1,Gujarat Lions,Delhi Capitals,50,38,8.125,9.333333333333334
Green Park,2,Delhi Capitals,Gujarat Lions,64,36,7.9375,8.4375
Wankhede Stadium,1,Punjab Kings,Mumbai Indians,71,39,8.416666666666666,8.95
Wankhede Stadium,2,Mumbai Indians,Punjab Kings,68,38,8.125,9.0625
Arun Jaitley Stadium,1,Delhi Capitals,Rising Pune Supergiant,54,36,7.9375,8.625
Arun Jaitley Stadium,2,Rising Pune Supergiant,Delhi Capitals,53,38,8.125,9.166666666666666
Green Park,1,Gujarat Lions,Sunrisers Hyderabad,61,36,8.25,8.625
Green Park,2,Sunrisers Hyderabad,Gujarat Lions,47,37,8.125,8.916666666666666
Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,51,40,7.833333333333333,9.125
Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,53,38,8.6875,9.083333333333334
Maharashtra Cricket Association Stadium,1,Punjab Kings,Rising Pune Supergiant,32,38,8.0,8.5
Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Punjab Kings,43,37,8.333333333333334,9.05
Arun Jaitley Stadium,1,Royal Challengers Bangalore,Delhi Capitals,37,37,8.083333333333334,9.333333333333334
Arun Jaitley Stadium,2,Delhi Capitals,Royal Challengers Bangalore,42,37,7.9375,8.4375
Wankhede Stadium,1,Rising Pune Supergiant,Mumbai Indians,33,37,8.125,9.3125
Wankhede Stadium,2,Mumbai Indians,Rising Pune Supergiant,42,38,7.9,8.625
M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,30,36,8.083333333333334,9.5
M Chinnaswamy Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,48,35,8.35,8.5
M Chinnaswamy Stadium,1,Kolkata Knight Riders,Mumbai Indians,25,37,8.5,9.3125
M Chinnaswamy Stadium,2,Mumbai Indians,Kolkata Knight Riders,36,37,7.95,9.5
Rajiv Gandhi International Stadium,1,Mumbai Indians,Rising Pune Supergiant,32,37,7.9375,8.625
Rajiv Gandhi International Stadium,2,Rising Pune Supergiant,Mumbai Indians,38,37,8.333333333333334,9.35
MA Chidambaram Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,33,37,8.0625,8.375
MA Chidambaram Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,16,36,8.0,8.416666666666666
Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,54,39,8.5,8.75
Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,47,36,8.333333333333334,9.125
Wankhede Stadium,1,Delhi Capitals,Mumbai Indians,45,38,8.0,8.5625
Wankhede Stadium,2,Mumbai Indians,Delhi Capitals,46,36,8.25,9.333333333333334
Sawai Mansingh Stadium,1,Punjab Kings,Rajasthan Royals,32,39,8.416666666666666,9.0
Sawai Mansingh Stadium,2,Rajasthan Royals,Punjab Kings,64,36,8.5,8.75
Arun Jaitley Stadium,1,Delhi Capitals,Chennai Super Kings,43,38,8.083333333333334,8.25
Arun Jaitley Stadium,2,Chennai Super Kings,Delhi Capitals,58,36,8.0,9.166666666666666
Eden Gardens,1,Kolkata Knight Riders,Punjab Kings,53,37,8.625,8.7
Eden Gardens,2,Punjab Kings,Kolkata Knight Riders,51,38,8.3125,8.333333333333334
M Chinnaswamy Stadium,1,Mumbai Indians,Royal Challengers Bangalore,52,36,8.25,8.833333333333334
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Mumbai Indians,60,36,8.0,9.05
Rajiv Gandhi International Stadium,1,Rajasthan Royals,Sunrisers Hyderabad,35,37,8.333333333333334,9.0
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Rajasthan Royals,69,37,8.5,9.0
Punjab Cricket Association IS Bindra Stadium,1,Mumbai Indians,Punjab Kings,62,36,8.416666666666666,8.875
Punjab Cricket Association IS Bindra Stadium,2,Punjab Kings,Mumbai Indians,38,36,8.5,9.416666666666666
Arun Jaitley Stadium,1,Kolkata Knight Riders,Delhi Capitals,36,37,8.25,8.4375
Arun Jaitley Stadium,2,Delhi Capitals,Kolkata Knight Riders,45,37,8.083333333333334,8.625
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,59,36,8.5,8.4375
Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,30,36,8.0,9.333333333333334
MA Chidambaram Stadium,1,Chennai Super Kings,Rajasthan Royals,29,36,7.9,9.0
MA Chidambaram Stadium,2,Rajasthan Royals,Chennai Super Kings,45,39,8.4,8.5
Punjab Cricket Association IS Bindra Stadium,1,Punjab Kings,Delhi Capitals,54,36,8.1875,8.4375
Punjab Cricket Association IS Bindra Stadium,2,Delhi Capitals,Punjab Kings,49,39,8.083333333333334,8.75
Sawai Mansingh Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,48,37,8.125,9.333333333333334
Sawai Mansingh Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,55,37,8.5,8.833333333333334
Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,40,37,8.416666666666666,8.916666666666666
Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,34,38,7.9,8.333333333333334
Arun Jaitley Stadium,1,Delhi Capitals,Sunrisers Hyderabad,36,36,8.083333333333334,8.833333333333334
Arun Jaitley Stadium,2,Sunrisers Hyderabad,Delhi Capitals,62,37,8.5,8.6875
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,53,36,8.125,8.75
M Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,59,38,8.833333333333334,8.75
MA Chidambaram Stadium,1,Chennai Super Kings,Punjab Kings,54,37,8.25,9.0
MA Chidambaram Stadium,2,Punjab Kings,Chennai Super Kings,46,37,8.3125,8.25
Rajiv Gandhi International Stadium,1,Mumbai Indians,Sunrisers Hyderabad,30,36,8.375,9.333333333333334
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Mumbai Indians,39,37,8.1875,8.375
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Capitals,40,38,8.166666666666666,9.333333333333334
M Chinnaswamy Stadium,2,Delhi Capitals,Royal Challengers Bangalore,53,39,8.083333333333334,8.75
Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,28,36,8.416666666666666,9.0
Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,65,37,9.125,9.333333333333334
Punjab Cricket Association IS Bindra Stadium,1,Sunrisers Hyderabad,Punjab Kings,27,39,8.25,8.583333333333334
Punjab Cricket Association IS Bindra Stadium,2,Punjab Kings,Sunrisers Hyderabad,38,36,8.416666666666666,9.25
MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,29,37,8.375,8.333333333333334
MA Chidambaram Stadium,2,Chennai Super Kings,Kolkata Knight Riders,40,38,8.125,9.0
Wankhede Stadium,1,Punjab Kings,Mumbai Indians,50,36,8.5,8.5
Wankhede Stadium,2,Mumbai Indians,Punjab Kings,50,36,8.416666666666666,8.333333333333334
Sawai Mansingh Stadium,1,Rajasthan Royals,Chennai Super Kings,54,37,8.4,8.5
Sawai Mansingh Stadium,2,Chennai Super Kings,Rajasthan Royals,24,36,8.0,9.5
Eden Gardens,1,Kolkata Knight Riders,Delhi Capitals,41,36,8.083333333333334,9.25
Eden Gardens,2,Delhi Capitals,Kolkata Knight Riders,57,36,8.0625,8.333333333333334
Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,57,36,8.25,9.375
Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,59,36,8.5,8.375
Punjab Cricket Association IS Bindra Stadium,1,Punjab Kings,Royal Challengers Bangalore,60,36,8.5,8.833333333333334
Punjab Cricket Association IS Bindra Stadium,2,Royal Challengers Bangalore,Punjab Kings,63,36,8.166666666666666,8.75
Eden Gardens,1,Kolkata Knight Riders,Chennai Super Kings,49,37,8.75,8.4375
Eden Gardens,2,Chennai Super Kings,Kolkata Knight Riders,44,36,8.125,8.625
Rajiv Gandhi International Stadium,1,Delhi Capitals,Sunrisers Hyderabad,51,37,8.25,9.0
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Delhi Capitals,40,37,8.5,9.333333333333334
Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,45,37,8.166666666666666,9.0
Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,67,38,8.25,8.6875
Punjab Cricket Association IS Bindra Stadium,1,Punjab Kings,Rajasthan Royals,39,36,8.416666666666666,9.5
Punjab Cricket Association IS Bindra Stadium,2,Rajasthan Royals,Punjab Kings,54,40,8.583333333333334,8.875
Rajiv Gandhi International Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,41,36,8.25,9.0
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Chennai Super Kings,68,37,8.166666666666666,8.5
Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,39,37,8.375,9.5
Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,42,36,8.0,8.75
Punjab Cricket Association IS Bindra Stadium,1,Delhi Capitals,Punjab Kings,45,38,8.166666666666666,9.1
Punjab Cricket Association IS Bindra Stadium,2,Punjab Kings,Delhi Capitals,73,36,8.125,9.25
Eden Gardens,1,Royal Challengers Bangalore,Kolkata Knight Riders,52,37,8.25,9.0
Eden Gardens,2,Kolkata Knight Riders,Royal Challengers Bangalore,68,38,8.625,8.6875
Rajiv Gandhi International Stadium,1,Rajasthan Royals,Sunrisers Hyderabad,48,38,7.916666666666667,9.0
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Rajasthan Royals,57,39,8.083333333333334,9.0
MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,64,37,8.625,8.5
MA Chidambaram Stadium,2,Chennai Super Kings,Kolkata Knight Riders,75,36,8.0,9.0
Sawai Mansingh Stadium,1,Rajasthan Royals,Delhi Capitals,51,36,8.0625,9.333333333333334
Sawai Mansingh Stadium,2,Delhi Capitals,Rajasthan Royals,60,37,8.0625,9.0
Rajiv Gandhi International Stadium,1,Mumbai Indians,Sunrisers Hyderabad,54,37,8.25,8.625
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Mumbai Indians,56,36,8.375,8.8125
M Chinnaswamy Stadium,1,Punjab Kings,Royal Challengers Bangalore,50,36,8.1,8.5
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Punjab Kings,41,36,8.25,9.0625
Wankhede Stadium,1,Mumbai Indians,Delhi Capitals,84,38,8.625,9.125
Wankhede Stadium,2,Delhi Capitals,Mumbai Indians,53,36,8.166666666666666,8.4375
Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,49,36,8.333333333333334,8.625
Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,46,40,8.0625,9.3125
M Chinnaswamy Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,52,39,7.916666666666667,8.6875
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,64,37,8.25,9.0
Punjab Cricket Association IS Bindra Stadium,1,Punjab Kings,Chennai Super Kings,75,37,8.5,8.25
Punjab Cricket Association IS Bindra Stadium,2,Chennai Super Kings,Punjab Kings,53,38,8.0,8.75
Eden Gardens,1,Kolkata Knight Riders,Delhi Capitals,50,36,8.833333333333334,9.333333333333334
Eden Gardens,2,Delhi Capitals,Kolkata Knight Riders,56,41,8.05,9.0625
Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,60,38,8.375,8.625
Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,55,37,8.1875,9.25
Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,48,36,7.875,8.8125
Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,53,36,8.833333333333334,9.0
Punjab Cricket Association IS Bindra Stadium,1,Punjab Kings,Sunrisers Hyderabad,49,36,8.5,8.625
Punjab Cricket Association IS Bindra Stadium,2,Sunrisers Hyderabad,Punjab Kings,40,37,8.2,8.75
Maharashtra Cricket Association Stadium,1,Chennai Super Kings,Rajasthan Royals,69,37,8.0,8.7
Maharashtra Cricket Association Stadium,2,Rajasthan Royals,Chennai Super Kings,35,38,8.25,9.0
Eden Gardens,1,Kolkata Knight Riders,Punjab Kings,50,38,8.833333333333334,8.4375
Eden Gardens,2,Punjab Kings,Kolkata Knight Riders,73,37,8.5,8.85
M Chinnaswamy Stadium,1,Delhi Capitals,Royal Challengers Bangalore,28,37,8.0,8.583333333333334
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Delhi Capitals,43,37,8.25,9.0
Rajiv Gandhi International Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,27,37,8.333333333333334,8.75
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Chennai Super Kings,40,37,7.75,9.0
Sawai Mansingh Stadium,1,Mumbai Indians,Rajasthan Royals,43,36,8.5,9.375
Sawai Mansingh Stadium,2,Rajasthan Royals,Mumbai Indians,43,37,8.3125,9.25
Arun Jaitley Stadium,1,Punjab Kings,Delhi Capitals,51,36,8.25,8.5
Arun Jaitley Stadium,2,Delhi Capitals,Punjab Kings,48,39,8.1,8.333333333333334
Wankhede Stadium,1,Sunrisers Hyderabad,Mumbai Indians,51,38,8.125,8.75
Wankhede Stadium,2,Mumbai Indians,Sunrisers Hyderabad,22,37,8.3,9.333333333333334
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,52,36,8.25,8.25
